,EstadoCodigo,Codigo,CodigoIBGE,Nome
3004,18,18033100,3203320,MARATAIZES
3005,18,18033200,3203346,MARECHAL FLORIANO
3006,18,18033400,3203353,MARILÂNDIA
3007,18,18034000,3203403,MIMOSO DO SUL
3008,18,18035000,3203502,MONTANHA
3009,18,18036000,3203601,MUCURICI
3010,18,18037000,3203700,MUNIZ FREIRE
3011,18,18038000,3203809,MUQUI
3012,18,18039000,3203908,NOVA VENÉCIA
3013,18,18040000,3204005,PANCAS
3014,18,18040400,3204054,PEDRO CANÁRIO
3015,18,18041000,3204104,PINHEIROS
3016,18,18042000,3204203,PIUMA
3017,18,18042500,3204252,PONTO BELO
3018,18,18043000,3204302,PRESIDENTE KENNEDY
3019,18,18043500,3204351,RIO BANANAL (REGÊNCIA)
3020,18,18044000,3204401,RIO NOVO DO SUL
3021,18,18045000,3204500,SANTA LEOPOLDINA
3022,18,18045400,3204559,SANTA MARIA DE JETIBÁ
3023,18,18046000,3204609,SANTA TERESA
3024,18,18046500,3204658,SÃO DOMINGOS DO NORTE
3025,18,18047000,3204708,SÃO GABRIEL DA PALHA
3026,18,18048000,3204807,SÃO JOSÉ DO CALÇADO
3027,18,18049000,3204906,SÃO MATEUS
3028,18,18049500,3204955,SÃO ROQUE DO CANAÃ
3029,18,18050000,3205002,SERRA
3030,18,18050100,3205010,SOORETAMA
3031,18,18050200,3205036,VARGEM ALTA
3032,18,18050400,3205069,VENDA NOVA DO IMIGRANTE
3033,18,18051000,3205101,VIANA
3034,18,18051500,3205150,VILA PAVÃO
3035,18,18051600,3205176,VILA VALÉRIO
3036,18,18052000,3205200,VILA VELHA
3037,18,18053000,3205309,VITÓRIA
3038,19,19001000,3300100,ANGRA DOS REIS
3039,19,19001500,3300159,APERIBÉ
3040,19,19002000,3300209,ARARUAMA
3041,19,19002200,3300225,AREAL
3042,19,19002300,3300233,ARMAÇÃO DOS BÚZIOS
3043,19,19002400,3300258,ARRAIAL DO CABO
3044,19,19003000,3300308,BARRA DO PIRAÍ
3045,19,19004000,3300407,BARRA MANSA
3046,19,19004500,3300456,BELFORD ROXO
3047,19,19005000,3300506,BOM JARDIM
3048,19,19006000,3300605,BOM JESUS DE ITABAPOANA
3049,19,19007000,3300704,CABO FRIO
3050,19,19008000,3300803,CACHOEIRAS DE MACACU
3051,19,19009000,3300902,CAMBUCI
3052,19,19010500,3301009,CAMPO DOS GOYTACAZES
3053,19,19011000,3301108,CANTAGALO
3054,19,19011200,3300936,CARAPEBUS
3055,19,19011500,3301157,CARDOSO MOREIRA
3056,19,19012000,3301207,CARMO
3057,19,19013000,3301306,CASIMIRO DE ABREU
3058,19,19013500,3300951,COMENDADOR LEVY GASPARIAN
3059,19,19014000,3301405,CONCEIÇÃO DE MACABU
3060,19,19015000,3301504,CORDEIRO
3061,19,19016000,3301603,DUAS BARRAS
3062,19,19017000,3301702,DUQUE DE CAXIAS
3063,19,19018000,3301801,ENGENHEIRO PAULO DE FRONTIN
3064,19,19018500,3301850,GUAPIMIRIM
3065,19,19018700,3301876,IGUABA GRANDE
3066,19,19019000,3301900,ITABORAÍ
3067,19,19020000,3302007,ITAGUAÍ
3068,19,19020400,3302056,ITALVA
3069,19,19021000,3302106,ITAOCARA
3070,19,19022000,3302205,ITAPERUNA
3071,19,19022400,3302254,ITATIAIA
3072,19,19022700,3302270,JAPERI
3073,19,19023000,3302304,LAJE DO MURIAÉ
3074,19,19024000,3302403,MACAÉ
3075,19,19024500,3302452,MACUCO
3076,19,19025000,3302502,MAGÉ
3077,19,19026000,3302601,MANGARATIBA
3078,19,19027000,3302700,MARICÁ
3079,19,19028000,3302809,MENDES
3080,19,19029000,3302908,MIGUEL PEREIRA
3081,19,19030000,3303005,MIRACEMA
3082,19,19031000,3303104,NATIVIDADE
3083,19,19032000,3303203,NILÓPOLIS
3084,19,19033000,3303302,NITERÓI
3085,19,19033500,3302850,MESQUITA
3086,19,19034000,3303401,NOVA FRIBURGO
3087,19,19035000,3303500,NOVA IGUAÇU
3088,19,19036000,3303609,PARACAMBI
3089,19,19037000,3303708,PARAÍBA DO SUL
3090,19,19038000,3303807,PARATI
3091,19,19038500,3303856,PATY DO ALFERES
3092,19,19039000,3303906,PETRÓPOLIS
3093,19,19039500,3303955,PINHEIRAL
3094,19,19040000,3304003,PIRAÍ
3095,19,19041000,3304102,PORCIÚNCULA
3096,19,19041100,3304110,PORTO REAL
3097,19,19041200,3304128,QUATIS
3098,19,19041400,3304144,QUEIMADOS
3099,19,19041600,3304151,QUISSAMA
3100,19,19042000,3304201,RESENDE
3101,19,19043000,3304300,RIO BONITO
3102,19,19045000,3304409,RIO CLARO
3103,19,19046000,3304508,RIO DAS FLORES
3104,19,19046500,3304524,RIO DAS OSTRAS
3105,19,19047000,3304557,RIO DE JANEIRO
3106,19,19048000,3304607,SANTA MARIA MADALENA
3107,19,19049000,3304706,SANTO ANTÔNIO DE PÁDUA
3108,19,19050000,3304805,SÃO FIDÉLIS
3109,19,19050500,3304755,SÃO FRANCISCO DE ITABAPOANA
3110,19,19051000,3304904,SÃO GONÇALO
3111,19,19052000,3305000,SÃO JOÃO DA BARRA
3112,19,19053000,3305109,SÃO JOÃO DE MERITI
3113,19,19053100,3305133,SÃO JOSÉ DE UBÁ
3114,19,19053400,3305158,SÃO JOSÉ DO VALE DO RIO PRETO
3115,19,19054000,3305208,SÃO PEDRO DA ALDEIA
3116,19,19055000,3305307,SÃO SEBASTIÃO DO ALTO
3117,19,19056000,3305406,SAPUCAIA
3118,19,19057000,3305505,SAQUAREMA
3119,19,19057500,3305554,SEROPÉDICA
3120,19,19058000,3305604,SILVA JARDIM
3121,19,19059000,3305703,SUMIDOURO
3122,19,19059500,3305752,TANGUÁ
3123,19,19060000,3305802,TERESÓPOLIS
3124,19,19061000,3305901,TRAJANO DE MORAIS
3125,19,19062000,3306008,TRÊS RIOS
3126,19,19063000,3306107,VALENÇA
3127,19,19063500,3306156,VARRE-SAI
3128,19,19064000,3306206,VASSOURAS
3129,19,19065000,3306305,VOLTA REDONDA
3130,21,21001000,3500105,ADAMANTINA
3131,21,21002000,3500204,ADOLFO
3132,21,21003000,3500303,AGUAÍ
3133,21,21004000,3500402,ÁGUAS DA PRATA
3134,21,21005000,3500501,ÁGUAS DE LINDÓIA
3135,21,21006000,3500550,ÁGUAS DE SANTA BÁRBARA
3136,21,21007000,3500600,ÁGUAS DE SÃO PEDRO
3137,21,21008000,3500709,AGUDOS
3138,21,21008500,3500758,ALAMBARI
3139,21,21009000,3500808,ALFREDO MARCONDES
3140,21,21010000,3500907,ALTAIR
3141,21,21011000,3501004,ALTINÓPOLIS
3142,21,21012000,3501103,ALTO ALEGRE
3143,21,21012500,3501152,ALUMÍNIO
3144,21,21013000,3501202,ALVARES FLORENCE
3145,21,21014000,3501301,ALVARES MACHADO
3146,21,21015000,3501400,ALVARO DE CARVALHO
3147,21,21016000,3501509,ALVINLÂNDIA
3148,21,21017000,3501608,AMERICANA
3149,21,21018000,3501707,AMÉRICO BRASILIENSE
3150,21,21019000,3501806,AMÉRICO DE CAMPOS
3151,21,21020000,3501905,AMPARO
3152,21,21021000,3502002,ANALÂNDIA
3153,21,21022000,3502101,ANDRADINA
3154,21,21023000,3502200,ANGATUBA
3155,21,21024000,3502309,ANHEMBI
3156,21,21025000,3502408,ANHUMAS
3157,21,21026000,3502507,APARECIDA
3158,21,21027000,3502606,APARECIDA D'OESTE
3159,21,21028000,3502705,APIAÍ
3160,21,21028500,3502754,ARAÇARIGUAMA
3161,21,21029000,3502804,ARAÇATUBA
3162,21,21030000,3502903,ARACOIABA DA SERRA
3163,21,21031000,3503000,ARAMINA
3164,21,21032000,3503109,ARANDU
3165,21,21032500,3503158,ARAPEÍ
3166,21,21033000,3503208,ARARAQUARA
3167,21,21034000,3503307,ARARAS
3168,21,21034500,3503356,ARCO-IRIS
3169,21,21035000,3503406,AREALVA
3170,21,21036000,3503505,AREIAS
3171,21,21037000,3503604,AREIÓPOLIS
3172,21,21038000,3503703,ARIRANHA
3173,21,21039000,3503802,ARTUR NOGUEIRA
3174,21,21040000,3503901,ARUJÁ
3175,21,21040500,3503950,ASPÁSIA
3176,21,21041000,3504008,ASSIS
3177,21,21042000,3504107,ATIBAIA
3178,21,21043000,3504206,AURIFLAMA
3179,21,21044000,3504305,AVAÍ
3180,21,21045000,3504404,AVANHANDAVA
3181,21,21046000,3504503,AVARÉ
3182,21,21047000,3504602,BADY BASSITT
3183,21,21048000,3504701,BALBINOS
3184,21,21049000,3504800,BALSAMO
3185,21,21050000,3504909,BANANAL
3186,21,21051000,3505005,BARÃO DE ANTONINA
3187,21,21052000,3505104,BARBOSA
3188,21,21053000,3505203,BARIRI
3189,21,21054000,3505302,BARRA BONITA
3190,21,21054500,3505351,BARRA DO CHAPÉU
3191,21,21055000,3505401,BARRA DO TURVO
3192,21,21056000,3505500,BARRETOS
3193,21,21057000,3505609,BARRINHA
3194,21,21058000,3505708,BARUERI
3195,21,21059000,3505807,BASTOS
3196,21,21060000,3505906,BATATAIS
3197,21,21061000,3506003,BAURU
3198,21,21062000,3506102,BEBEDOURO
3199,21,21063000,3506201,BENTO DE ABREU
3200,21,21064000,3506300,BERNARDINO DE CAMPOS
3201,21,21064500,3506359,BERTIOGA
3202,21,21065000,3506409,BILAC
3203,21,21066000,3506508,BIRIGUI
3204,21,21067000,3506607,BIRITIBA-MIRIM
3205,21,21068000,3506706,BOA ESPERANÇA DO SUL
3206,21,21069000,3506805,BOCAINA
3207,21,21070000,3506904,BOFETE
3208,21,21071000,3507001,BOITUVA
3209,21,21072000,3507100,BOM JESUS DOS PERDÕES
3210,21,21072500,3507159,BOM SUCESSO DE ITARARÉ
3211,21,21073000,3507209,BORA
3212,21,21074000,3507308,BORACÉIA
3213,21,21075000,3507407,BORBOREMA
3214,21,21075500,3507456,BOREBI
3215,21,21076000,3507506,BOTUCATU
3216,21,21077000,3507605,BRAGANÇA PAULISTA
3217,21,21078000,3507704,BRAUNA
3218,21,21078500,3507753,BREJO ALEGRE
3219,21,21079000,3507803,BRODOSQUI
3220,21,21080000,3507902,BROTAS
3221,21,21081000,3508009,BURI
3222,21,21082000,3508108,BURITAMA
3223,21,21083000,3508207,BURITIZAL
3224,21,21084000,3508306,CABRALIA PAULISTA
3225,21,21085000,3508405,CABREUVA
3226,21,21086000,3508504,CAÇAPAVA
3227,21,21087000,3508603,CACHOEIRA PAULISTA
3228,21,21088000,3508702,CACONDE
3229,21,21089000,3508801,CAFELÂNDIA
3230,21,21090000,3508900,CAIABU
3231,21,21091000,3509007,CAIEIRAS
3232,21,21092000,3509106,CAIUÁ
3233,21,21093000,3509205,CAJAMAR
3234,21,21093500,3509254,CAJATI
3235,21,21094000,3509304,CAJOBI
3236,21,21095000,3509403,CAJURU
3237,21,21095500,3509452,CAMPINA DO MONTE ALEGRE
3238,21,21096000,3509502,CAMPINAS
3239,21,21097000,3509601,CAMPO LIMPO PAULISTA
3240,21,21098000,3509700,CAMPOS DO JORDÃO
3241,21,21099000,3509809,CAMPOS NOVOS PAULISTA
3242,21,21100000,3509908,CANANÉIA
3243,21,21100500,3509957,CANAS
3244,21,21101000,3510005,CÂNDIDO MOTA
3245,21,21102000,3510104,CÂNDIDO RODRIGUES
3246,21,21102500,3510153,CANITAR
3247,21,21103000,3510203,CAPÃO BONITO
3248,21,21104000,3510302,CAPELA DO ALTO
3249,21,21105000,3510401,CAPIVARI
3250,21,21106000,3510500,CARAGUATATUBA
3251,21,21107000,3510609,CARAPICUÍBA
3252,21,21108000,3510708,CARDOSO
3253,21,21109000,3510807,CASA BRANCA
3254,21,21110000,3510906,CÁSSIA DOS COQUEIROS
3255,21,21111000,3511003,CASTILHO
3256,21,21112000,3511102,CATANDUVA
3257,21,21113000,3511201,CATIGUÁ
3258,21,21114000,3511300,CEDRAL
3259,21,21115000,3511409,CERQUEIRA CESAR
3260,21,21116000,3511508,CERQUILHO
3261,21,21117000,3511607,CESÁRIO LANGE
3262,21,21118000,3511706,CHARQUEADA
3263,21,21119000,3557204,CHAVANTES
3264,21,21120000,3511904,CLEMENTINA
3265,21,21121000,3512001,COLINA
3266,21,21122000,3512100,COLÔMBIA
3267,21,21123000,3512209,CONCHAL
3268,21,21124000,3512308,CONCHAS
3269,21,21125000,3512407,CORDEIRÓPOLIS
3270,21,21126000,3512506,COROADOS
3271,21,21127000,3512605,CORONEL MACEDO
3272,21,21128000,3512704,CORUMBATAÍ
3273,21,21129000,3512803,COSMÓPOLIS
3274,21,21130000,3512902,COSMORAMA
3275,21,21131000,3513009,COTIA
3276,21,21132000,3513108,CRAVINHOS
3277,21,21133000,3513207,CRISTAIS PAULISTA
3278,21,21134000,3513306,CRUZÁLIA
3279,21,21135000,3513405,CRUZEIRO
3280,21,21136000,3513504,CUBATÃO
3281,21,21137000,3513603,CUNHA
3282,21,21138000,3513702,DESCALVADO
3283,21,21139000,3513801,DIADEMA
3284,21,21139500,3513850,DIRCE REIS
3285,21,21140000,3513900,DIVINOLÂNDIA
3286,21,21141000,3514007,DOBRADA
3287,21,21142000,3514106,DOIS CÓRREGOS
3288,21,21143000,3514205,DOLCINÓPOLIS
3289,21,21144000,3514304,DOURADO
3290,21,21145000,3514403,DRACENA
3291,21,21146000,3514502,DUARTINA
3292,21,21147000,3514601,DUMONT
3293,21,21148000,3514700,ECHAPORA
3294,21,21149000,3514809,ELDORADO
3295,21,21150000,3514908,ELIAS FAUSTO
3296,21,21151000,3515004,EMBU
3297,21,21152000,3515103,EMBU-GUAÇU
3298,21,21152400,3515129,EMILIANÓPOLIS
3299,21,21152700,3515152,ENGENHEIRO COELHO
3300,21,21153000,3515186,ESPIRITO SANTO DO PINHAL
3301,21,21153400,3515194,ESPÍRITO SANTO DO TURVO
3302,21,21153700,3557303,ESTIVA GERBI
3303,21,21154000,3515202,ESTRELA D'OESTE
3304,21,21154500,3514924,ELISIÁRIO
3305,21,21155000,3515301,ESTRELA DO NORTE
3306,21,21155500,3515350,EUCLIDES DA CUNHA PAULISTA
3307,21,21156000,3515400,FARTURA
3308,21,21157000,3515509,FERNANDÓPOLIS
3309,21,21157500,3515657,FERNÃO
3310,21,21157700,3514957,EMBAUBA
3311,21,21158000,3515608,FERNANDO PRESTES
3312,21,21159000,3515707,FERRAZ DE VASCONCELOS
3313,21,21160000,3515806,FLORA RICA
3314,21,21161000,3515905,FLOREAL
3315,21,21162000,3516002,FLÓRIDA PAULISTA
3316,21,21163000,3516101,FLORÍNIA
3317,21,21164000,3516200,FRANCA
3318,21,21165000,3516309,FRANCISCO MORATO
3319,21,21166000,3516408,FRANCO DA ROCHA
3320,21,21167000,3516507,GABRIEL MONTEIRO
3321,21,21168000,3516606,GÁLIA
3322,21,21169000,3516705,GARÇA
3323,21,21170000,3516804,GASTÃO VIDIGAL
3324,21,21170500,3516853,GAVIÃO PEIXOTO
3325,21,21171000,3516903,GENERAL SALGADO
3326,21,21172000,3517000,GETULINA
3327,21,21173000,3517109,GLICÉRIO
3328,21,21174000,3517208,GUAIÇARA
3329,21,21175000,3517307,GUAIMBÊ
3330,21,21176000,3517406,GUAÍRA
3331,21,21177000,3517505,GUAPIAÇU
3332,21,21178000,3517604,GUAPIARA
3333,21,21179000,3517703,GUARÁ
3334,21,21180000,3517802,GUARAÇAÍ
3335,21,21181000,3517901,GUARACI
3336,21,21182000,3518008,GUARANI D'OESTE
3337,21,21183000,3518107,GUARANTA
3338,21,21184000,3518206,GUARARAPES
3339,21,21185000,3518305,GUARAREMA
3340,21,21186000,3518404,GUARATINGUETÁ
3341,21,21187000,3518503,GUAREI
3342,21,21188000,3518602,GUARIBA
3343,21,21189000,3518701,GUARUJÁ
3344,21,21190000,3518800,GUARULHOS
3345,21,21190500,3518859,GUATAPARÁ
3346,21,21191000,3518909,GUZOLÂNDIA
3347,21,21192000,3519006,HERCULÂNDIA
3348,21,21192400,3519055,HOLAMBRA
3349,21,21192700,3519071,HORTOLÂNDIA
3350,21,21193000,3519105,IACANGA
3351,21,21194000,3519204,IACRI
3352,21,21194500,3519253,IARAS
3353,21,21195000,3519303,IBATÉ
3354,21,21196000,3519402,IBIRA
3355,21,21197000,3519501,IBIRAREMA
3356,21,21198000,3519600,IBITINGA
3357,21,21199000,3519709,IBIÚNA
3358,21,21200500,3519808,ICEM
3359,21,21201000,3519907,IEPÊ
3360,21,21202000,3520004,IGARAÇU DO TIETÊ
3361,21,21203000,3520103,IGARAPAVA
3362,21,21204000,3520202,IGARATA
3363,21,21205000,3520301,IGUAPE
3364,21,21206000,3520400,ILHABELA
3365,21,21206400,3520426,ILHA COMPRIDA
3366,21,21206700,3520442,ILHA SOLTEIRA
3367,21,21207000,3520509,INDAIATUBA
3368,21,21208000,3520608,INDIANA
3369,21,21209000,3520707,INDIAPORÃ
3370,21,21210000,3520806,INÚBIA PAULISTA
3371,21,21211000,3502090,IPAUSSU
3372,21,21212000,3521002,IPERO
3373,21,21213000,3521101,IPEUNA
3374,21,21213500,3521150,IPIGUÁ
3375,21,21214000,3521200,IPORANGA
3376,21,21215000,3521309,IPUÃ
3377,21,21216000,3521408,IRACEMÁPOLIS
3378,21,21217000,3521507,IRAPUÃ
3379,21,21218000,3521606,IRAPURU
3380,21,21219000,3521705,ITABERÁ
3381,21,21220000,3521804,ITAÍ
3382,21,21221000,3521903,ITAJOBI
3383,21,21222000,3522000,ITAJU
3384,21,21223000,3522109,ITANHAÉM
3385,21,21223500,3522158,ITAÓCA
3386,21,21224000,3522208,ITAPECERICA DA SERRA
3387,21,21225000,3522307,ITAPETININGA
3388,21,21226000,3522406,ITAPEVA
3389,21,21227000,3522505,ITAPEVI
3390,21,21228000,3522604,ITAPIRA
3391,21,21228500,3522653,ITAPIRAPUÃ PAULISTA
3392,21,21229000,3522703,ITÁPOLIS
3393,21,21230000,3522802,ITAPORANGA
3394,21,21231000,3522901,ITAPUÍ
3395,21,21232000,3523008,ITAPURA
3396,21,21233000,3523107,ITAQUAQUECETUBA
3397,21,21234000,3523206,ITARARÉ
3398,21,21235000,3523305,ITARIRI
3399,21,21236000,3523404,ITATIBA
3400,21,21237000,3523503,ITATINGA
3401,21,21238000,3523602,ITIRAPINA
3402,21,21239000,3523701,ITIRAPUÃ
3403,21,21240000,3523800,ITOBI
3404,21,21241000,3523909,ITU
3405,21,21242000,3524006,ITUPEVA
3406,21,21243000,3524105,ITUVERAVA
3407,21,21244000,3524204,JABORANDI
3408,21,21245000,3524303,JABOTICABAL
3409,21,21246000,3524402,JACAREÍ
3410,21,21247000,3524501,JACI
3411,21,21248000,3524600,JACUPIRANGA
3412,21,21249000,3524709,JAGUARIUNA
3413,21,21250000,3524808,JALES
3414,21,21251000,3524907,JAMBEIRO
3415,21,21252000,3525003,JANDIRA
3416,21,21253000,3525102,JARDINÓPOLIS
3417,21,21254000,3525201,JARINU
3418,21,21255000,3525300,JAÚ
3419,21,21256000,3525409,JERIQUARA
3420,21,21257000,3525508,JOANÓPOLIS
3421,21,21258000,3525607,JOÃO RAMALHO
3422,21,21259000,3525706,JOSÉ BONIFÁCIO
3423,21,21260000,3525805,JÚLIO MESQUITA
3424,21,21260500,3525854,JUMIRIM
3425,21,21261000,3525904,JUNDIAÍ
3426,21,21262000,3526001,JUNQUEIRÓPOLIS
3427,21,21263000,3526100,JUQUIÁ
3428,21,21264000,3526209,JUQUITIBA
3429,21,21265000,3526308,LAGOINHA
3430,21,21266000,3526407,LARANJAL PAULISTA
3431,21,21267000,3526506,LAVÍNIA
3432,21,21268000,3526605,LAVRINHAS
3433,21,21269000,3526704,LEME
3434,21,21270000,3526803,LENÇÓIS PAULISTA
3435,21,21271000,3526902,LIMEIRA
3436,21,21272000,3527009,LINDÓIA
3437,21,21273000,3527108,LINS
3438,21,21274000,3527207,LORENA
3439,21,21274500,3527256,LOURDES
3440,21,21275000,3527306,LOUVEIRA
3441,21,21276000,3527405,LUCÉLIA
3442,21,21277000,3527504,LUCIANÓPOLIS
3443,21,21278000,3527603,LUÍS ANTÔNIO
3444,21,21279500,3527702,LUIZIANIA
3445,21,21280000,3527801,LUPERCIO
3446,21,21281000,3527900,LUTÉCIA
3447,21,21282000,3528007,MACATUBA
3448,21,21283000,3528106,MACAUBAL
3449,21,21284000,3528205,MACEDÔNIA
3450,21,21285000,3528304,MAGDA
3451,21,21286000,3528403,MAIRINQUE
3452,21,21287000,3528502,MAIRIPORÃ
3453,21,21288000,3528601,MANDURI
3454,21,21289000,3528700,MARABÁ PAULISTA
3455,21,21290000,3528809,MARACAÍ
3456,21,21290500,3528858,MARAPOAMA
3457,21,21291000,3528908,MARIÁPOLIS
3458,21,21292000,3529005,MARÍLIA
3459,21,21293000,3529104,MARINÓPOLIS
3460,21,21294000,3529203,MARTINÓPOLIS
3461,21,21295000,3529302,MATÃO
3462,21,21296000,3529401,MAUÁ
3463,21,21297000,3529500,MENDONÇA
3464,21,21298000,3529609,MERIDIANO
3465,21,21298500,3529658,MESÓPOLIS
3466,21,21299000,3529708,MIGUELÓPOLIS
3467,21,21301000,3529807,MINEIROS DO TIETÊ
3468,21,21302000,3529906,MIRACATU
3469,21,21303000,3530003,MIRA ESTRELA
3470,21,21304000,3530102,MIRANDÓPOLIS
3471,21,21305000,3530201,MIRANTE DO PARANAPANEMA
3472,21,21306000,3530300,MIRASSOL
3473,21,21307000,3530409,MIRASSOLÂNDIA
3474,21,21308000,3530508,MOCOCA
3475,21,21309000,3530607,MOGI DAS CRUZES
3476,21,21310000,3530706,MOGI-GUAÇU
3477,21,21311000,3530805,MOGI-MIRIM
3478,21,21312000,3530904,MOMBUCA
3479,21,21313000,3531001,MONÇÕES
3480,21,21314000,3531100,MONGAGUÁ
3481,21,21315000,3531209,MONTE ALEGRE DO SUL
3482,21,21316000,3531308,MONTE ALTO
3483,21,21317000,3531407,MONTE APRAZÍVEL
3484,21,21318000,3531506,MONTE AZUL PAULISTA
3485,21,21319000,3531605,MONTE CASTELO
3486,21,21320000,3531704,MONTEIRO LOBATO
3487,21,21321000,3531803,MONTE MOR
3488,21,21322000,3531902,MORRO AGUDO
3489,21,21323000,3532009,MORUNGABA
3490,21,21323500,3532058,MOTUCA
3491,21,21324000,3532108,MURUTINGA DO SUL
3492,21,21324500,3532157,NANTES
3493,21,21325000,3532207,NARANDIBA
3494,21,21326000,3532306,NATIVIDADE DA SERRA
3495,21,21327000,3532405,NAZARÉ PAULISTA
3496,21,21328000,3532504,NEVES PAULISTA
3497,21,21329000,3532603,NHANDEARA
3498,21,21330000,3532702,NIPOÃ
3499,21,21331000,3532801,NOVA ALIANÇA
3500,21,21331400,3532827,NOVA CAMPINA
3501,21,21331700,3532843,NOVA CANAÃ PAULISTA
3502,21,21331800,3532868,NOVA CASTILHO
3503,21,21332000,3532900,NOVA EUROPA
3504,21,21333000,3533007,NOVA GRANADA
3505,21,21334000,3533106,NOVA GUATAPORANGA
3506,21,21335000,3533205,NOVA INDEPENDÊNCIA
3507,21,21335500,3533254,NOVAIS
3508,21,21336000,3533304,NOVA LUZITÂNIA
3509,21,21337000,3533403,NOVA ODESSA
3510,21,21338000,3533502,NOVO HORIZONTE
3511,21,21339000,3533601,NUPORANGA
3512,21,21340000,3533700,OCAUÇU
3513,21,21341000,3533809,ÓLEO
3514,21,21342000,3533908,OLÍMPIA
3515,21,21343000,3534005,ONDA VERDE
3516,21,21344000,3534104,ORIENTE
3517,21,21345000,3534203,ORINDIUVA
3518,21,21346000,3534302,ORLÂNDIA
3519,21,21347000,3534401,OSASCO
3520,21,21348000,3534500,OSCAR BRESSANE
3521,21,21349000,3534609,OSVALDO CRUZ
3522,21,21350000,3534708,OURINHOS
3523,21,21351000,3534807,OURO VERDE
3524,21,21351500,3534757,OUROESTE
3525,21,21352000,3534906,PACAEMBU
3526,21,21353000,3535002,PALESTINA
3527,21,21354000,3535101,PALMARES PAULISTA
3528,21,21355000,3535200,PALMEIRA D'OESTE
3529,21,21356000,3535309,PALMITAL
3530,21,21357000,3535408,PANORAMA
3531,21,21358000,3535507,PARAGUAÇU PAULISTA
3532,21,21359000,3535606,PARAIBUNA
3533,21,21360000,3535705,PARAÍSO
3534,21,21361000,3535804,PARANAPANEMA
3535,21,21362000,3535903,PARANAPUÃ
3536,21,21362500,3536000,PARAPUÃ
3537,21,21363000,3536109,PARDINHO
3538,21,21364000,3536208,PARIQUERA-AÇU
3539,21,21364500,3536257,PARISI
3540,21,21365000,3536307,PATROCINIO PAULISTA
3541,21,21366000,3536406,PAULICÉIA
3542,21,21367000,3536505,PAULÍNIA
3543,21,21367500,3536570,PAULISTÂNIA
3544,21,21368000,3536604,PAULO DE FARIA
3545,21,21369000,3536703,PEDERNEIRAS
3546,21,21370000,3536802,PEDRA BELA
3547,21,21371000,3536901,PEDRANÓPOLIS
3548,21,21372000,3537008,PEDREGULHO
3549,21,21373000,3537107,PEDREIRA
3550,21,21373500,3537156,PEDRINHAS PAULISTA
3551,21,21374000,3537206,PEDRO DE TOLEDO
3552,21,21375000,3537305,PENÁPOLIS
3553,21,21376000,3537404,PEREIRA BARRETO
3554,21,21377000,3537503,PEREIRAS
3555,21,21378000,3537602,PERUIBE
3556,21,21379000,3537701,PIACATU
3557,21,21380000,3537800,PIEDADE
3558,21,21381000,3537909,PILAR DO SUL
3559,21,21382000,3538006,PINDAMONHANGABA
3560,21,21383000,3538105,PINDORAMA
3561,21,21384000,3538204,PINHALZINHO
3562,21,21385000,3538303,PIQUEROBI
3563,21,21386000,3538501,PIQUETE
3564,21,21387000,3538600,PIRACAIA
3565,21,21388000,3538709,PIRACICABA
3566,21,21389000,3538808,PIRAJU
3567,21,21390000,3538907,PIRAJUÍ
3568,21,21391000,3539004,PIRANGI
3569,21,21392000,3539103,PIRAPORA DO BOM JESUS
3570,21,21393000,3539202,PIRAPOZINHO
3571,21,21394000,3539301,PIRASSUNUNGA
3572,21,21395000,3539400,PIRATININGA
3573,21,21396000,3539509,PITANGUEIRAS
3574,21,21397000,3539608,PLANALTO
3575,21,21398000,3539707,PLATINA
3576,21,21399000,3539806,POÁ
3577,21,21400000,3539905,POLONI
3578,21,21401000,3540002,POMPÉIA
3579,21,21402000,3540101,PONGAI
3580,21,21403000,3540200,PONTAL
3581,21,21403500,3540259,PONTALINDA
3582,21,21404000,3540309,PONTES GESTAL
3583,21,21405000,3540408,POPULINA
3584,21,21406000,3540507,PORANGABA
3585,21,21407000,3540606,PORTO FELIZ
3586,21,21408000,3540705,PORTO FERREIRA
3587,21,21408500,3540754,POTIM
3588,21,21409000,3540804,POTIRENDABA
3589,21,21409500,3540853,PRACINHA
3590,21,21410000,3540903,PRADÓPOLIS
3591,21,21411000,3541000,PRAIA GRANDE
3592,21,21411500,3541059,PRATÂNIA
3593,21,21412000,3541109,PRESIDENTE ALVES
3594,21,21413000,3541208,PRESIDENTE BERNARDES
3595,21,21414000,3541307,PRESIDENTE EPITÁCIO
3596,21,21415000,3541406,PRESIDENTE PRUDENTE
3597,21,21416000,3541505,PRESIDENTE VENCESLAU
3598,21,21417000,3541604,PROMISSÃO
3599,21,21417500,3541653,QUADRA
3600,21,21418000,3541703,QUATA
3601,21,21419000,3541802,QUEIROZ
3602,21,21420000,3541901,QUELUZ
3603,21,21421000,3542008,QUINTANA
3604,21,21422000,3542107,RAFARD
3605,21,21423000,3542206,RANCHARIA
3606,21,21424000,3542305,REDENÇÃO DA SERRA
3607,21,21425000,3542404,REGENTE FEIJÓ
3608,21,21426000,3542503,REGINÓPOLIS
3609,21,21427000,3542602,REGISTRO
3610,21,21428000,3542701,RESTINGA
3611,21,21429000,3542800,RIBEIRA
3612,21,21430000,3542909,RIBEIRÃO BONITO
3613,21,21431000,3543006,RIBEIRÃO BRANCO
